开单日期,单据编号,收银员,总金额,应收金额,会员卡号,收现金,银行卡,购物券,储值卡,一卡通,微信,抹零金额,仓库,班次,POS机,业务员,支付宝
2018-12-20 12:39:40,5201812200324                 ,贺宝山,63.2,63.2,,0,0,0,0,0,63.2,0,南超,午班,pos5,,0
2018-12-20 12:38:52,5201812200322                 ,贺宝山,6.2,6.2,,0,0,0,0,0,0,0,南超,午班,pos5,,6.2
2018-12-20 12:32:25,5201812200314                 ,贺宝山,4.5,4.5,,0,0,0,0,0,4.5,0,南超,午班,pos5,,0
2018-12-20 12:24:58,5201812200306                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-20 12:22:09,5201812200302                 ,何明明,3,3,,0,0,0,0,0,0,0,南超,早班,pos5,,3
2018-12-20 12:22:00,5201812200301                 ,何明明,4,4,,0,0,0,0,0,4,0,南超,早班,pos5,,0
2018-12-20 12:20:10,5201812200297                 ,何明明,4.3,4.3,,0,0,0,0,0,4.3,0,南超,早班,pos5,,0
2018-12-20 12:13:57,5201812200288                 ,何明明,2.8,2.8,,0,0,0,0,0,0,0,南超,早班,pos5,,2.8
2018-12-20 12:11:34,5201812200279                 ,何明明,2.8,2.8,,0,0,0,0,0,0,0,南超,早班,pos5,,2.8
2018-12-20 11:59:30,5201812200273                 ,何明明,16.5,16.5,,0,0,0,0,0,0,0,南超,早班,pos5,,16.5
2018-12-20 12:07:47,5201812200270                 ,何明明,12,12,,0,0,0,0,0,12,0,南超,早班,pos5,,0
2018-12-20 12:03:06,5201812200262                 ,何明明,6.7,6.7,,0,0,0,0,0,6.7,0,南超,早班,pos5,,0
2018-12-20 12:02:40,5201812200259                 ,何明明,13.8,13.8,,0,0,0,0,0,0,0,南超,早班,pos5,,13.8
2018-12-20 11:58:45,5201812200250                 ,何明明,5,5,,0,0,0,0,0,0,0,南超,早班,pos5,,5
2018-12-20 11:58:14,5201812200248                 ,何明明,9.2,9.2,,0,0,0,0,0,0,0,南超,早班,pos5,,9.2
2018-12-20 11:53:58,5201812200239                 ,何明明,5.9,5.9,,0,0,0,0,0,5.9,0,南超,早班,pos5,,0
2018-12-20 11:52:15,5201812200238                 ,何明明,36,36,,0,0,0,0,0,0,0,南超,早班,pos5,,36
2018-12-20 11:39:30,5201812200224                 ,何明明,2.8,2.8,,0,0,0,0,0,2.8,0,南超,早班,pos5,,0
2018-12-20 11:37:45,5201812200223                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,早班,pos5,,2.5
2018-12-20 11:32:33,5201812200220                 ,何明明,10.2,10.2,,0,0,0,0,0,10.2,0,南超,早班,pos5,,0
2018-12-20 11:32:06,5201812200219                 ,何明明,4.5,4.5,,0,0,0,0,0,0,0,南超,早班,pos5,,4.5
2018-12-20 11:26:11,5201812200214                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,早班,pos5,,0
2018-12-20 11:12:27,5201812200207                 ,何明明,8.5,8.5,,0,0,0,0,0,0,0,南超,早班,pos5,,8.5
2018-12-20 10:57:20,5201812200201                 ,何明明,8,8,,0,0,0,0,0,0,0,南超,早班,pos5,,8
2018-12-20 10:53:04,5201812200200                 ,何明明,21.3,21.3,,0,0,0,0,0,21.3,0,南超,早班,pos5,,0
2018-12-20 10:36:10,5201812200196                 ,何明明,6.5,6.5,,0,0,0,0,0,0,0,南超,早班,pos5,,6.5
2018-12-20 10:35:57,5201812200195                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,早班,pos5,,2.5
2018-12-20 10:29:20,5201812200193                 ,何明明,4.3,4.3,,0,0,0,0,0,0,0,南超,早班,pos5,,4.3
2018-12-20 10:23:35,5201812200188                 ,何明明,50,50,,0,0,0,0,0,50,0,南超,早班,pos5,,0
2018-12-20 10:12:39,5201812200178                 ,何明明,3.5,3.5,,0,0,0,0,0,0,0,南超,早班,pos5,,3.5
2018-12-20 10:11:36,5201812200177                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,早班,pos5,,2.5
2018-12-20 10:09:30,5201812200174                 ,何明明,13.5,13.5,,0,0,0,0,0,0,0,南超,早班,pos5,,13.5
2018-12-20 10:04:45,5201812200165                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-20 10:04:38,5201812200164                 ,何明明,4.5,4.5,,0,0,0,0,0,0,0,南超,早班,pos5,,4.5
2018-12-20 10:01:07,5201812200159                 ,何明明,9.5,9.5,,9.5,0,0,0,0,0,0,南超,早班,pos5,,0
2018-12-20 09:58:51,5201812200153                 ,何明明,4.5,4.5,,0,0,0,0,0,4.5,0,南超,早班,pos5,,0
2018-12-20 09:58:31,5201812200152                 ,何明明,10.5,10.5,,0,0,0,0,0,10.5,0,南超,早班,pos5,,0
2018-12-20 09:55:39,5201812200146                 ,何明明,8.7,8.7,,0,0,0,0,0,0,0,南超,早班,pos5,,8.7
2018-12-20 09:53:48,5201812200143                 ,何明明,5.5,5.5,,0,0,0,0,0,0,0,南超,早班,pos5,,5.5
2018-12-20 09:52:04,5201812200139                 ,何明明,8.6,8.6,,0,0,0,0,0,0,0,南超,早班,pos5,,8.6
2018-12-20 09:51:51,5201812200137                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-20 09:50:47,5201812200134                 ,何明明,4.9,4.9,,0,0,0,0,0,0,0,南超,早班,pos5,,4.9
